pos	ind	depth
500	ST-1.1	3
500	ST-1.2	10
500	ST-1.3	4
500	ST-2.1	11
500	ST-2.2	15
501	xaa	28
501	xab	13
501	xac	27
501	xad	20
501	ST-1.1	3
501	ST-1.2	10
501	ST-1.3	4
501	ST-2.1	11
501	ST-2.2	15
502	xaa	28
502	xab	13
502	xac	26
502	xad	19
502	ST-1.1	3
502	ST-1.2	10
502	ST-1.3	4
502	ST-2.1	11
502	ST-2.2	15
503	xaa	28
503	xab	14
503	xac	26
503	xad	19
503	ST-1.1	3
503	ST-1.2	10
503	ST-1.3	4
503	ST-2.1	11
503	ST-2.2	14
504	xaa	28
504	xab	14
504	xac	26
504	xad	19
504	ST-1.1	3
504	ST-1.2	11
504	ST-1.3	4
504	ST-2.1	11
504	ST-2.2	14
505	xaa	29
505	xab	14
505	xac	25
505	xad	19
505	ST-1.1	3
505	ST-1.2	11
505	ST-1.3	4
505	ST-2.1	11
505	ST-2.2	14
506	xaa	29
506	xab	14
506	xac	24
506	xad	19
506	ST-1.1	3
506	ST-1.2	11
506	ST-1.3	4
506	ST-2.1	11
506	ST-2.2	14
507	xaa	29
507	xab	14
507	xac	24
507	xad	19
507	ST-1.1	3
507	ST-1.2	11
507	ST-1.3	4
507	ST-2.1	11
507	ST-2.2	14
508	xaa	29
508	xab	14
508	xac	24
508	xad	19
508	ST-1.1	3
508	ST-1.2	11
508	ST-1.3	3
508	ST-2.1	11
508	ST-2.2	14
509	xaa	27
509	xab	14
509	xac	25
509	xad	19
509	ST-1.1	3
509	ST-1.2	11
509	ST-1.3	4
509	ST-2.1	11
509	ST-2.2	15
510	xaa	27
510	xab	14
510	xac	25
510	xad	18
510	ST-1.1	3
510	ST-1.2	11
510	ST-1.3	4
510	ST-2.1	11
510	ST-2.2	15
511	xaa	26
511	xab	15
511	xac	25
511	xad	18
511	ST-1.1	3
511	ST-1.2	11
511	ST-1.3	4
511	ST-2.1	11
511	ST-2.2	15
512	xaa	26
512	xab	15
512	xac	25
512	xad	19
512	ST-1.1	3
512	ST-1.2	11
512	ST-1.3	4
512	ST-2.1	11
512	ST-2.2	15
513	xaa	26
513	xab	15
513	xac	25
513	xad	19
513	ST-1.1	3
513	ST-1.2	11
513	ST-1.3	4
513	ST-2.1	11
513	ST-2.2	15
514	xaa	28
514	xab	15
514	xac	25
514	xad	19
514	ST-1.1	3
514	ST-1.2	11
514	ST-1.3	4
514	ST-2.1	10
514	ST-2.2	14
515	xaa	28
515	xab	15
515	xac	25
515	xad	19
515	ST-1.1	3
515	ST-1.2	11
515	ST-1.3	4
515	ST-2.1	10
515	ST-2.2	14
516	xaa	28
516	xab	15
516	xac	26
516	xad	19
516	ST-1.1	3
516	ST-1.2	11
516	ST-1.3	4
516	ST-2.1	10
516	ST-2.2	14
517	xaa	28
517	xab	15
517	xac	26
517	xad	19
517	ST-1.1	3
517	ST-1.2	11
517	ST-1.3	4
517	ST-2.1	10
517	ST-2.2	14
518	xaa	27
518	xab	15
518	xac	26
518	xad	21
518	ST-1.1	3
518	ST-1.2	11
518	ST-1.3	5
518	ST-2.1	10
518	ST-2.2	14
519	xaa	27
519	xab	15
519	xac	26
519	xad	21
519	ST-1.1	3
519	ST-1.2	11
519	ST-1.3	5
519	ST-2.1	10
519	ST-2.2	16
520	xaa	26
520	xab	17
520	xac	26
520	xad	20
520	ST-1.1	3
520	ST-1.2	12
520	ST-1.3	6
520	ST-2.1	10
520	ST-2.2	16
521	xaa	25
521	xab	17
521	xac	24
521	xad	20
521	ST-1.1	3
521	ST-1.2	12
521	ST-1.3	6
521	ST-2.1	10
521	ST-2.2	16
522	xaa	25
522	xab	17
522	xac	24
522	xad	20
522	ST-1.1	3
522	ST-1.2	12
522	ST-1.3	6
522	ST-2.1	9
522	ST-2.2	16
523	xaa	25
523	xab	17
523	xac	24
523	xad	20
523	ST-1.1	3
523	ST-1.2	12
523	ST-1.3	6
523	ST-2.1	9
523	ST-2.2	16
524	xaa	24
524	xab	17
524	xac	24
524	xad	20
524	ST-1.1	3
524	ST-1.2	12
524	ST-1.3	6
524	ST-2.1	9
524	ST-2.2	16
525	xaa	24
525	xab	17
525	xac	23
525	xad	20
525	ST-1.1	3
525	ST-1.2	12
525	ST-1.3	6
525	ST-2.1	9
525	ST-2.2	16
526	xaa	25
526	xab	15
526	xac	23
526	xad	18
526	ST-1.1	3
526	ST-1.2	12
526	ST-1.3	6
526	ST-2.1	8
526	ST-2.2	16
527	xaa	25
527	xab	15
527	xac	23
527	xad	18
527	ST-1.1	3
527	ST-1.2	12
527	ST-1.3	6
527	ST-2.1	7
527	ST-2.2	16
528	xaa	26
528	xab	16
528	xac	23
528	xad	18
528	ST-1.1	3
528	ST-1.2	12
528	ST-1.3	6
528	ST-2.1	7
528	ST-2.2	16
529	xaa	27
529	xab	16
529	xac	23
529	xad	18
529	ST-1.1	3
529	ST-1.2	11
529	ST-1.3	6
529	ST-2.1	7
529	ST-2.2	16
530	xaa	27
530	xab	16
530	xac	23
530	xad	18
530	ST-1.1	3
530	ST-1.2	11
530	ST-1.3	6
530	ST-2.1	7
530	ST-2.2	16
531	xaa	29
531	xab	17
531	xac	23
531	xad	18
531	ST-1.1	3
531	ST-1.2	11
531	ST-1.3	6
531	ST-2.1	7
531	ST-2.2	16
532	xaa	29
532	xab	17
532	xac	23
532	xad	18
532	ST-1.1	2
532	ST-1.2	9
532	ST-1.3	6
532	ST-2.1	7
532	ST-2.2	16
533	xaa	28
533	xab	17
533	xac	23
533	xad	18
533	ST-1.1	2
533	ST-1.2	8
533	ST-1.3	6
533	ST-2.1	5
533	ST-2.2	13
534	xaa	28
534	xab	17
534	xac	23
534	xad	18
534	ST-1.1	2
534	ST-1.2	8
534	ST-1.3	6
534	ST-2.1	5
534	ST-2.2	13
535	xaa	28
535	xab	18
535	xac	23
535	xad	18
535	ST-1.1	2
535	ST-1.2	8
535	ST-1.3	6
535	ST-2.1	5
535	ST-2.2	13
536	xaa	28
536	xab	18
536	xac	23
536	xad	18
536	ST-1.1	2
536	ST-1.2	8
536	ST-1.3	6
536	ST-2.1	5
536	ST-2.2	12
537	xaa	30
537	xab	18
537	xac	23
537	xad	18
537	ST-1.1	2
537	ST-1.2	9
537	ST-1.3	7
537	ST-2.1	5
537	ST-2.2	13
538	xaa	30
538	xab	17
538	xac	23
538	xad	18
538	ST-1.1	2
538	ST-1.2	9
538	ST-1.3	8
538	ST-2.1	6
538	ST-2.2	13
539	xaa	30
539	xab	17
539	xac	23
539	xad	18
539	ST-1.1	2
539	ST-1.2	12
539	ST-1.3	9
539	ST-2.1	6
539	ST-2.2	13
540	xaa	30
540	xab	17
540	xac	23
540	xad	18
540	ST-1.1	2
540	ST-1.2	13
540	ST-1.3	9
540	ST-2.1	6
540	ST-2.2	13
541	xaa	30
541	xab	17
541	xac	23
541	xad	18
541	ST-1.1	2
541	ST-1.2	13
541	ST-1.3	10
541	ST-2.1	7
541	ST-2.2	14
542	xaa	30
542	xab	15
542	xac	23
542	xad	18
542	ST-1.1	1
542	ST-1.2	11
542	ST-1.3	10
542	ST-2.1	7
542	ST-2.2	14
543	xaa	30
543	xab	15
543	xac	23
543	xad	19
543	ST-1.1	1
543	ST-1.2	11
543	ST-1.3	10
543	ST-2.1	7
543	ST-2.2	14
544	xaa	30
544	xab	15
544	xac	24
544	xad	19
544	ST-1.1	1
544	ST-1.2	11
544	ST-1.3	10
544	ST-2.1	7
544	ST-2.2	14
545	xaa	32
545	xab	15
545	xac	25
545	xad	19
545	ST-1.1	1
545	ST-1.2	11
545	ST-1.3	10
545	ST-2.1	7
545	ST-2.2	14
546	xaa	32
546	xab	15
546	xac	25
546	xad	19
546	ST-1.1	1
546	ST-1.2	11
546	ST-1.3	11
546	ST-2.1	7
546	ST-2.2	14
547	xaa	32
547	xab	15
547	xac	25
547	xad	19
547	ST-1.1	1
547	ST-1.2	11
547	ST-1.3	11
547	ST-2.1	7
547	ST-2.2	14
548	xaa	32
548	xab	15
548	xac	25
548	xad	19
548	ST-1.1	1
548	ST-1.2	11
548	ST-1.3	11
548	ST-2.1	8
548	ST-2.2	14
549	xaa	31
549	xab	15
549	xac	25
549	xad	19
549	ST-1.1	1
549	ST-1.2	11
549	ST-1.3	11
549	ST-2.1	8
549	ST-2.2	14
550	xaa	33
550	xab	15
550	xac	25
550	xad	19
550	ST-1.1	1
550	ST-1.2	11
550	ST-1.3	11
550	ST-2.1	8
550	ST-2.2	14
551	xaa	33
551	xab	15
551	xac	25
551	xad	19
551	ST-1.1	1
551	ST-1.2	11
551	ST-1.3	11
551	ST-2.1	6
551	ST-2.2	11
552	xaa	31
552	xab	15
552	xac	25
552	xad	19
552	ST-1.1	1
552	ST-1.2	11
552	ST-1.3	11
552	ST-2.1	6
552	ST-2.2	11
553	xaa	30
553	xab	15
553	xac	25
553	xad	19
553	ST-1.1	1
553	ST-1.2	11
553	ST-1.3	11
553	ST-2.1	6
553	ST-2.2	12
554	xaa	30
554	xab	15
554	xac	25
554	xad	19
554	ST-1.1	1
554	ST-1.2	10
554	ST-1.3	11
554	ST-2.1	5
554	ST-2.2	12
555	xaa	30
555	xab	15
555	xac	25
555	xad	19
555	ST-1.1	1
555	ST-1.2	10
555	ST-1.3	11
555	ST-2.1	5
555	ST-2.2	12
556	xaa	30
556	xab	15
556	xac	25
556	xad	19
556	ST-1.1	1
556	ST-1.2	10
556	ST-1.3	11
556	ST-2.1	5
556	ST-2.2	12
557	xaa	30
557	xab	15
557	xac	25
557	xad	21
557	ST-1.1	1
557	ST-1.2	10
557	ST-1.3	11
557	ST-2.1	5
557	ST-2.2	12
558	xaa	31
558	xab	15
558	xac	25
558	xad	21
558	ST-1.1	1
558	ST-1.2	10
558	ST-1.3	11
558	ST-2.1	5
558	ST-2.2	12
559	xaa	31
559	xab	15
559	xac	25
559	xad	21
559	ST-1.1	1
559	ST-1.2	10
559	ST-1.3	11
559	ST-2.1	5
559	ST-2.2	12
560	xaa	31
560	xab	15
560	xac	25
560	xad	21
560	ST-1.1	1
560	ST-1.2	10
560	ST-1.3	11
560	ST-2.1	5
560	ST-2.2	12
561	xaa	31
561	xab	16
561	xac	25
561	xad	21
561	ST-1.1	1
561	ST-1.2	10
561	ST-1.3	11
561	ST-2.1	5
561	ST-2.2	12
562	xaa	31
562	xab	16
562	xac	25
562	xad	21
562	ST-1.1	1
562	ST-1.2	10
562	ST-1.3	11
562	ST-2.1	5
562	ST-2.2	12
563	xaa	31
563	xab	16
563	xac	25
563	xad	21
563	ST-1.1	1
563	ST-1.2	10
563	ST-1.3	11
563	ST-2.1	5
563	ST-2.2	12
564	xaa	31
564	xab	16
564	xac	22
564	xad	21
564	ST-1.1	1
564	ST-1.2	10
564	ST-1.3	11
564	ST-2.1	5
564	ST-2.2	12
565	xaa	32
565	xab	16
565	xac	22
565	xad	21
565	ST-1.1	1
565	ST-1.2	10
565	ST-1.3	11
565	ST-2.1	5
565	ST-2.2	12
566	xaa	32
566	xab	16
566	xac	22
566	xad	21
566	ST-1.1	1
566	ST-1.2	10
566	ST-1.3	11
566	ST-2.1	5
566	ST-2.2	12
567	xaa	30
567	xab	16
567	xac	22
567	xad	21
567	ST-1.1	1
567	ST-1.2	10
567	ST-1.3	11
567	ST-2.1	5
567	ST-2.2	12
568	xaa	30
568	xab	16
568	xac	21
568	xad	21
568	ST-1.1	1
568	ST-1.2	10
568	ST-1.3	11
568	ST-2.1	5
568	ST-2.2	12
569	xaa	30
569	xab	16
569	xac	21
569	xad	21
569	ST-1.1	1
569	ST-1.2	10
569	ST-1.3	11
569	ST-2.1	5
569	ST-2.2	12
570	xaa	30
570	xab	16
570	xac	21
570	xad	21
570	ST-1.1	1
570	ST-1.2	10
570	ST-1.3	11
570	ST-2.1	5
570	ST-2.2	12
571	xaa	30
571	xab	18
571	xac	21
571	xad	21
571	ST-1.1	1
571	ST-1.2	10
571	ST-1.3	11
571	ST-2.1	5
571	ST-2.2	12
572	xaa	30
572	xab	18
572	xac	19
572	xad	21
572	ST-1.1	1
572	ST-1.2	10
572	ST-1.3	11
572	ST-2.1	3
572	ST-2.2	10
573	xaa	30
573	xab	18
573	xac	19
573	xad	21
573	ST-1.1	1
573	ST-1.2	10
573	ST-1.3	11
573	ST-2.1	3
573	ST-2.2	10
574	xaa	30
574	xab	19
574	xac	19
574	xad	21
574	ST-1.1	1
574	ST-1.2	10
574	ST-1.3	11
574	ST-2.1	3
574	ST-2.2	10
575	xaa	30
575	xab	19
575	xac	19
575	xad	21
575	ST-1.1	1
575	ST-1.2	10
575	ST-1.3	11
575	ST-2.1	3
575	ST-2.2	10
576	xaa	30
576	xab	19
576	xac	19
576	xad	21
576	ST-1.1	1
576	ST-1.2	10
576	ST-1.3	11
576	ST-2.1	3
576	ST-2.2	10
577	xaa	30
577	xab	21
577	xac	20
577	xad	21
577	ST-1.1	1
577	ST-1.2	10
577	ST-1.3	11
577	ST-2.1	3
577	ST-2.2	10
578	xaa	30
578	xab	22
578	xac	20
578	xad	21
578	ST-1.1	1
578	ST-1.2	10
578	ST-1.3	11
578	ST-2.1	3
578	ST-2.2	10
579	xaa	30
579	xab	22
579	xac	18
579	xad	21
579	ST-1.1	1
579	ST-1.2	10
579	ST-1.3	11
579	ST-2.1	3
579	ST-2.2	10
580	xaa	30
580	xab	23
580	xac	18
580	xad	21
580	ST-1.1	1
580	ST-1.2	10
580	ST-1.3	11
580	ST-2.1	3
580	ST-2.2	10
581	xaa	30
581	xab	23
581	xac	18
581	xad	21
581	ST-1.1	1
581	ST-1.2	10
581	ST-1.3	12
581	ST-2.1	3
581	ST-2.2	10
582	xaa	30
582	xab	23
582	xac	16
582	xad	21
582	ST-1.1	1
582	ST-1.2	10
582	ST-1.3	12
582	ST-2.1	3
582	ST-2.2	10
583	xaa	30
583	xab	23
583	xac	16
583	xad	21
583	ST-1.1	1
583	ST-1.2	10
583	ST-1.3	13
583	ST-2.1	3
583	ST-2.2	11
584	xaa	30
584	xab	23
584	xac	16
584	xad	21
584	ST-1.1	1
584	ST-1.2	10
584	ST-1.3	13
584	ST-2.1	3
584	ST-2.2	11
585	xaa	30
585	xab	23
585	xac	16
585	xad	21
585	ST-1.1	1
585	ST-1.2	10
585	ST-1.3	13
585	ST-2.1	3
585	ST-2.2	11
586	xaa	30
586	xab	23
586	xac	16
586	xad	21
586	ST-1.1	2
586	ST-1.2	11
586	ST-1.3	13
586	ST-2.1	3
586	ST-2.2	11
587	xaa	30
587	xab	23
587	xac	16
587	xad	21
587	ST-1.1	2
587	ST-1.2	11
587	ST-1.3	13
587	ST-2.1	3
587	ST-2.2	11
588	xaa	30
588	xab	23
588	xac	16
588	xad	20
588	ST-1.1	2
588	ST-1.2	11
588	ST-1.3	14
588	ST-2.1	3
588	ST-2.2	11
589	xaa	31
589	xab	23
589	xac	16
589	xad	20
589	ST-1.1	2
589	ST-1.2	11
589	ST-1.3	14
589	ST-2.1	3
589	ST-2.2	11
590	xaa	30
590	xab	22
590	xac	16
590	xad	20
590	ST-1.1	2
590	ST-1.2	13
590	ST-1.3	14
590	ST-2.1	3
590	ST-2.2	11
591	xaa	30
591	xab	21
591	xac	15
591	xad	20
591	ST-1.1	2
591	ST-1.2	13
591	ST-1.3	14
591	ST-2.1	3
591	ST-2.2	11
592	xaa	30
592	xab	21
592	xac	14
592	xad	19
592	ST-1.1	2
592	ST-1.2	13
592	ST-1.3	14
592	ST-2.1	3
592	ST-2.2	11
593	xaa	30
593	xab	21
593	xac	14
593	xad	19
593	ST-1.1	2
593	ST-1.2	13
593	ST-1.3	14
593	ST-2.1	3
593	ST-2.2	11
594	xaa	30
594	xab	21
594	xac	15
594	xad	19
594	ST-1.1	2
594	ST-1.2	13
594	ST-1.3	14
594	ST-2.1	3
594	ST-2.2	11
595	xaa	30
595	xab	21
595	xac	15
595	xad	19
595	ST-1.1	2
595	ST-1.2	13
595	ST-1.3	14
595	ST-2.1	3
595	ST-2.2	11
596	xaa	30
596	xab	21
596	xac	15
596	xad	18
596	ST-1.1	2
596	ST-1.2	13
596	ST-1.3	14
596	ST-2.1	3
596	ST-2.2	11
597	xaa	30
597	xab	21
597	xac	15
597	xad	18
597	ST-1.1	2
597	ST-1.2	13
597	ST-1.3	14
597	ST-2.1	3
597	ST-2.2	11
598	xaa	30
598	xab	21
598	xac	15
598	xad	18
598	ST-1.1	2
598	ST-1.2	12
598	ST-1.3	14
598	ST-2.1	3
598	ST-2.2	11
599	xaa	30
599	xab	21
599	xac	15
599	xad	18
599	ST-1.1	2
599	ST-1.2	12
599	ST-1.3	14
599	ST-2.1	3
599	ST-2.2	11
600	xaa	29
600	xab	20
600	xac	14
600	xad	18
600	ST-1.1	2
600	ST-1.2	12
600	ST-1.3	14
600	ST-2.1	3
600	ST-2.2	11
601	xaa	29
601	xab	20
601	xac	14
601	xad	18
601	ST-1.1	2
601	ST-1.2	14
601	ST-1.3	14
601	ST-2.1	3
601	ST-2.2	11
602	xaa	29
602	xab	20
602	xac	14
602	xad	18
602	ST-1.1	3
602	ST-1.2	16
602	ST-1.3	14
602	ST-2.1	3
602	ST-2.2	11
603	xaa	27
603	xab	20
603	xac	16
603	xad	18
603	ST-1.1	3
603	ST-1.2	16
603	ST-1.3	14
603	ST-2.1	3
603	ST-2.2	11
604	xaa	24
604	xab	20
604	xac	15
604	xad	16
604	ST-1.1	3
604	ST-1.2	16
604	ST-1.3	14
604	ST-2.1	3
604	ST-2.2	10
605	xaa	24
605	xab	20
605	xac	15
605	xad	16
605	ST-1.1	3
605	ST-1.2	16
605	ST-1.3	14
605	ST-2.1	3
605	ST-2.2	10
606	xaa	24
606	xab	20
606	xac	15
606	xad	17
606	ST-1.1	3
606	ST-1.2	16
606	ST-1.3	13
606	ST-2.1	3
606	ST-2.2	10
607	xaa	24
607	xab	20
607	xac	15
607	xad	17
607	ST-1.1	4
607	ST-1.2	17
607	ST-1.3	12
607	ST-2.1	3
607	ST-2.2	10
608	xaa	24
608	xab	20
608	xac	15
608	xad	17
608	ST-1.1	4
608	ST-1.2	17
608	ST-1.3	12
608	ST-2.1	3
608	ST-2.2	10
609	xaa	24
609	xab	20
609	xac	15
609	xad	17
609	ST-1.1	4
609	ST-1.2	17
609	ST-1.3	12
609	ST-2.1	3
609	ST-2.2	10
610	xaa	24
610	xab	20
610	xac	15
610	xad	17
610	ST-1.1	4
610	ST-1.2	17
610	ST-1.3	12
610	ST-2.1	4
610	ST-2.2	9
611	xaa	24
611	xab	20
611	xac	16
611	xad	17
611	ST-1.1	4
611	ST-1.2	16
611	ST-1.3	11
611	ST-2.1	5
611	ST-2.2	9
612	xaa	24
612	xab	20
612	xac	19
612	xad	16
612	ST-1.1	4
612	ST-1.2	16
612	ST-1.3	11
612	ST-2.1	5
612	ST-2.2	9
613	xaa	24
613	xab	20
613	xac	19
613	xad	16
613	ST-1.1	4
613	ST-1.2	17
613	ST-1.3	13
613	ST-2.1	5
613	ST-2.2	9
614	xaa	24
614	xab	20
614	xac	19
614	xad	17
614	ST-1.1	4
614	ST-1.2	17
614	ST-1.3	13
614	ST-2.1	5
614	ST-2.2	9
615	xaa	24
615	xab	20
615	xac	19
615	xad	17
615	ST-1.1	4
615	ST-1.2	17
615	ST-1.3	13
615	ST-2.1	5
615	ST-2.2	9
616	xaa	24
616	xab	20
616	xac	19
616	xad	17
616	ST-1.1	4
616	ST-1.2	17
616	ST-1.3	13
616	ST-2.1	5
616	ST-2.2	9
617	xaa	24
617	xab	19
617	xac	19
617	xad	17
617	ST-1.1	4
617	ST-1.2	17
617	ST-1.3	13
617	ST-2.1	5
617	ST-2.2	9
618	xaa	25
618	xab	19
618	xac	19
618	xad	17
618	ST-1.1	4
618	ST-1.2	17
618	ST-1.3	13
618	ST-2.1	5
618	ST-2.2	8
619	xaa	25
619	xab	19
619	xac	19
619	xad	17
619	ST-1.1	4
619	ST-1.2	17
619	ST-1.3	12
619	ST-2.1	5
619	ST-2.2	8
620	xaa	25
620	xab	19
620	xac	19
620	xad	17
620	ST-1.1	4
620	ST-1.2	17
620	ST-1.3	13
620	ST-2.1	5
620	ST-2.2	8
621	xaa	24
621	xab	19
621	xac	19
621	xad	17
621	ST-1.1	3
621	ST-1.2	17
621	ST-1.3	13
621	ST-2.1	5
621	ST-2.2	8
622	xaa	24
622	xab	19
622	xac	17
622	xad	17
622	ST-1.1	3
622	ST-1.2	17
622	ST-1.3	13
622	ST-2.1	5
622	ST-2.2	8
623	xaa	24
623	xab	19
623	xac	17
623	xad	17
623	ST-1.1	3
623	ST-1.2	17
623	ST-1.3	13
623	ST-2.1	5
623	ST-2.2	8
624	xaa	24
624	xab	19
624	xac	17
624	xad	17
624	ST-1.1	3
624	ST-1.2	17
624	ST-1.3	13
624	ST-2.1	5
624	ST-2.2	8
625	xaa	24
625	xab	19
625	xac	17
625	xad	17
625	ST-1.1	3
625	ST-1.2	17
625	ST-1.3	13
625	ST-2.1	5
625	ST-2.2	8
626	xaa	23
626	xab	19
626	xac	16
626	xad	18
626	ST-1.1	3
626	ST-1.2	17
626	ST-1.3	13
626	ST-2.1	5
626	ST-2.2	8
627	xaa	23
627	xab	19
627	xac	16
627	xad	18
627	ST-1.1	3
627	ST-1.2	17
627	ST-1.3	13
627	ST-2.1	5
627	ST-2.2	8
628	xaa	22
628	xab	19
628	xac	18
628	xad	17
628	ST-1.1	3
628	ST-1.2	17
628	ST-1.3	13
628	ST-2.1	5
628	ST-2.2	8
629	xaa	24
629	xab	19
629	xac	18
629	xad	17
629	ST-1.1	3
629	ST-1.2	17
629	ST-1.3	13
629	ST-2.1	5
629	ST-2.2	8
630	xaa	23
630	xab	19
630	xac	18
630	xad	16
630	ST-1.1	3
630	ST-1.2	17
630	ST-1.3	13
630	ST-2.1	5
630	ST-2.2	8
631	xaa	23
631	xab	19
631	xac	18
631	xad	16
631	ST-1.1	3
631	ST-1.2	17
631	ST-1.3	13
631	ST-2.1	5
631	ST-2.2	8
632	xaa	23
632	xab	19
632	xac	18
632	xad	16
632	ST-1.1	3
632	ST-1.2	17
632	ST-1.3	13
632	ST-2.1	5
632	ST-2.2	8
633	xaa	23
633	xab	19
633	xac	18
633	xad	14
633	ST-1.1	3
633	ST-1.2	17
633	ST-1.3	13
633	ST-2.1	5
633	ST-2.2	8
634	xaa	22
634	xab	18
634	xac	18
634	xad	14
634	ST-1.1	3
634	ST-1.2	17
634	ST-1.3	13
634	ST-2.1	5
634	ST-2.2	8
635	xaa	22
635	xab	18
635	xac	18
635	xad	14
635	ST-1.1	3
635	ST-1.2	17
635	ST-1.3	13
635	ST-2.1	5
635	ST-2.2	8
636	xaa	22
636	xab	18
636	xac	18
636	xad	14
636	ST-1.1	3
636	ST-1.2	18
636	ST-1.3	13
636	ST-2.1	6
636	ST-2.2	8
637	xaa	22
637	xab	18
637	xac	18
637	xad	14
637	ST-1.1	3
637	ST-1.2	18
637	ST-1.3	13
637	ST-2.1	6
637	ST-2.2	8
638	xaa	23
638	xab	19
638	xac	18
638	xad	13
638	ST-1.1	3
638	ST-1.2	18
638	ST-1.3	13
638	ST-2.1	6
638	ST-2.2	8
639	xaa	23
639	xab	20
639	xac	18
639	xad	12
639	ST-1.1	3
639	ST-1.2	18
639	ST-1.3	13
639	ST-2.1	6
639	ST-2.2	8
640	xaa	23
640	xab	20
640	xac	18
640	xad	12
640	ST-1.1	3
640	ST-1.2	18
640	ST-1.3	13
640	ST-2.1	6
640	ST-2.2	8
641	xaa	24
641	xab	20
641	xac	18
641	xad	12
641	ST-1.1	3
641	ST-1.2	18
641	ST-1.3	13
641	ST-2.1	6
641	ST-2.2	9
642	xaa	24
642	xab	19
642	xac	16
642	xad	12
642	ST-1.1	3
642	ST-1.2	18
642	ST-1.3	13
642	ST-2.1	6
642	ST-2.2	9
643	xaa	24
643	xab	19
643	xac	16
643	xad	12
643	ST-1.1	3
643	ST-1.2	18
643	ST-1.3	13
643	ST-2.1	6
643	ST-2.2	10
644	xaa	24
644	xab	19
644	xac	16
644	xad	12
644	ST-1.1	3
644	ST-1.2	18
644	ST-1.3	13
644	ST-2.1	6
644	ST-2.2	10
645	xaa	24
645	xab	19
645	xac	16
645	xad	12
645	ST-1.1	3
645	ST-1.2	18
645	ST-1.3	13
645	ST-2.1	6
645	ST-2.2	10
646	xaa	24
646	xab	19
646	xac	15
646	xad	12
646	ST-1.1	3
646	ST-1.2	18
646	ST-1.3	13
646	ST-2.1	6
646	ST-2.2	10
647	xaa	25
647	xab	19
647	xac	15
647	xad	12
647	ST-1.1	3
647	ST-1.2	18
647	ST-1.3	13
647	ST-2.1	6
647	ST-2.2	9
648	xaa	25
648	xab	20
648	xac	16
648	xad	12
648	ST-1.1	3
648	ST-1.2	19
648	ST-1.3	14
648	ST-2.1	6
648	ST-2.2	9
649	xaa	25
649	xab	20
649	xac	16
649	xad	12
649	ST-1.1	3
649	ST-1.2	19
649	ST-1.3	14
649	ST-2.1	6
649	ST-2.2	9
650	xaa	25
650	xab	19
650	xac	16
650	xad	12
650	ST-1.1	3
650	ST-1.2	18
650	ST-1.3	14
650	ST-2.1	6
650	ST-2.2	9
651	xaa	25
651	xab	19
651	xac	16
651	xad	12
651	ST-1.1	3
651	ST-1.2	18
651	ST-1.3	14
651	ST-2.1	6
651	ST-2.2	9
652	xaa	25
652	xab	19
652	xac	16
652	xad	13
652	ST-1.1	3
652	ST-1.2	18
652	ST-1.3	14
652	ST-2.1	6
652	ST-2.2	9
653	xaa	25
653	xab	18
653	xac	16
653	xad	13
653	ST-1.1	3
653	ST-1.2	18
653	ST-1.3	14
653	ST-2.1	6
653	ST-2.2	9
654	xaa	25
654	xab	19
654	xac	16
654	xad	13
654	ST-1.1	3
654	ST-1.2	18
654	ST-1.3	14
654	ST-2.1	6
654	ST-2.2	10
655	xaa	25
655	xab	19
655	xac	17
655	xad	13
655	ST-1.1	3
655	ST-1.2	18
655	ST-1.3	14
655	ST-2.1	6
655	ST-2.2	10
656	xaa	25
656	xab	19
656	xac	17
656	xad	13
656	ST-1.1	3
656	ST-1.2	18
656	ST-1.3	14
656	ST-2.1	6
656	ST-2.2	10
657	xaa	28
657	xab	20
657	xac	17
657	xad	13
657	ST-1.1	3
657	ST-1.2	18
657	ST-1.3	14
657	ST-2.1	6
657	ST-2.2	10
658	xaa	28
658	xab	22
658	xac	17
658	xad	13
658	ST-1.1	3
658	ST-1.2	19
658	ST-1.3	14
658	ST-2.1	6
658	ST-2.2	11
659	xaa	28
659	xab	22
659	xac	16
659	xad	13
659	ST-1.1	3
659	ST-1.2	19
659	ST-1.3	14
659	ST-2.1	6
659	ST-2.2	11
660	xaa	29
660	xab	23
660	xac	16
660	xad	13
660	ST-1.1	3
660	ST-1.2	19
660	ST-1.3	14
660	ST-2.1	6
660	ST-2.2	12
661	xaa	30
661	xab	22
661	xac	16
661	xad	13
661	ST-1.1	3
661	ST-1.2	19
661	ST-1.3	14
661	ST-2.1	6
661	ST-2.2	12
662	xaa	30
662	xab	23
662	xac	16
662	xad	12
662	ST-1.1	3
662	ST-1.2	19
662	ST-1.3	14
662	ST-2.1	6
662	ST-2.2	12
663	xaa	31
663	xab	23
663	xac	16
663	xad	13
663	ST-1.1	3
663	ST-1.2	19
663	ST-1.3	14
663	ST-2.1	6
663	ST-2.2	12
664	xaa	28
664	xab	23
664	xac	16
664	xad	13
664	ST-1.1	3
664	ST-1.2	19
664	ST-1.3	12
664	ST-2.1	6
664	ST-2.2	12
665	xaa	28
665	xab	23
665	xac	17
665	xad	13
665	ST-1.1	3
665	ST-1.2	19
665	ST-1.3	12
665	ST-2.1	6
665	ST-2.2	10
666	xaa	28
666	xab	23
666	xac	16
666	xad	13
666	ST-1.1	3
666	ST-1.2	18
666	ST-1.3	11
666	ST-2.1	6
